Approved symbol	Status	Previous symbols	Alias symbols	RefSeq IDs	Ensembl ID(supplied by Ensembl)
ERGIC2	Approved		PTX1, Erv41	NM_016570	ENSG00000087502
ERGIC3	Approved	SDBCAG84, C20orf47	CGI-54, PRO0989, NY-BR-84, Erv46	NM_015966	ENSG00000125991
ERH	Approved		DROER	NM_004450	ENSG00000100632
ERHP1	Approved				ENSG00000254270
ERHP2	Approved				ENSG00000218143
ERI1	Approved	THEX1	3'HEXO	NM_153332	ENSG00000104626
ERI2	Approved	EXOD1	KIAA1504, MGC16943, ZGRF5	NM_080663	ENSG00000196678
ERI3	Approved	PRNPIP	FLJ22943, PINT1	NM_024066	ENSG00000117419
ERI3-IT1	Approved				ENSG00000233602
ERICD	Approved	LINC01130	TCONS_00014875, ERIC		ENSG00000280303
ERICH1	Approved			NM_207332	ENSG00000104714
ERICH1-AS1	Symbol Withdrawn	C8orf68			
ERICH2	Approved				ENSG00000204334
ERICH2-DT	Approved			NR_110185	
ERICH3	Approved	C1orf173	DKFZp547I048, RP11-653A5.1	NM_001002912	ENSG00000178965
ERICH3-AS1	Approved				ENSG00000234497
ERICH4	Approved	C19orf69	LOC100170765	NM_001130514	ENSG00000204978
ERICH5	Approved	C8orf47	FLJ39553	NM_173549	ENSG00000177459
ERICH6	Approved	C3orf44, FAM194A	MGC39662, ERICH6A	NM_152394	ENSG00000163645
ERICH6-AS1	Approved				ENSG00000240137
ERICH6B	Approved	FAM194B	FLJ32682	NM_182542	ENSG00000165837
ERK	Symbol Withdrawn				
ERLEC1	Approved	C2orf30	CL25084, XTP3TPB, XTP3-B, ERLECTIN	NM_015701	ENSG00000068912
ERLEC1P1	Approved				ENSG00000240755
ERLIN1	Approved	C10orf69, SPFH1	KE04, Erlin-1, SPG62	NM_006459	ENSG00000107566
ERLIN2	Approved	C8orf2, SPFH2, SPG18	NET32, Erlin-2	NM_007175	ENSG00000147475
ERLNC1	Approved		TC0101441, ElncRNA1	NR_123739	ENSG00000230550
ERMAP	Approved	RD, SC	BTN5	NM_018538	ENSG00000164010
ERMARD	Approved	C6orf70	FLJ11152, dJ266L20.3	NM_018341	ENSG00000130023
ERMN	Approved	KIAA1189	JN, ERMIN	NM_001009959	ENSG00000136541
ERMP1	Approved	KIAA1815	FLJ23309, FXNA	NM_024896	ENSG00000099219
ERN1	Approved		IRE1, IRE1P	NM_001433	ENSG00000178607
ERN2	Approved		IRE1b		ENSG00000134398
ERO1A	Approved	ERO1L	ERO1-alpha, Ero1alpha	NM_014584	ENSG00000197930
ERO1B	Approved	ERO1LB	ERO1-L(beta), Ero1beta	NM_019891	ENSG00000086619
ERP27	Approved	C12orf46	FLJ32115, PDIA8	NM_152321	ENSG00000139055
ERP29	Approved	C12orf8	ERp28, ERp31, PDI-DB, PDIA9		ENSG00000089248
ERP29P1	Approved		ERP28P	NG_000933	ENSG00000233347
ERP44	Approved	TXNDC4	KIAA0573, PDIA10	NM_015051	ENSG00000023318
ERPL1	Entry Withdrawn		HLM2		
ERPL2	Entry Withdrawn		HLM-25		
ERR	Symbol Withdrawn				
ERRFI1	Approved		MIG-6, GENE-33, RALT	NM_018948	ENSG00000116285
ERRFI1-DT	Approved				
ERRFI1-IT1	Entry Withdrawn				
ERV1	Entry Withdrawn				
ERV3-1	Approved	ERV3	H-PLK, HERV-R, ERV-R, envR	NM_001007253	ENSG00000213462
ERV3-2	Approved		KIAA1466		
ERV9-1	Approved		pTR2		
ERV18-1	Approved				
ERVE-1	Approved	ERVE1	HERV-E1, HERVE1, TCONS_00025599		ENSG00000267259
ERVE-2	Approved				
ERVE-3	Approved				
ERVE-4	Approved				
ERVFC1	Entry Withdrawn		EnvF(c)1		
ERVFC1-1	Approved		FLJ42291, envF(c)2, TCONS_l2_00027524		
ERVFH21-1	Approved		HERV-F(XA34)		
ERVFRD-1	Approved		HERV-W/FRD, HERV-FRD, envFRD, ERVFRDE1, syncytin-2	NM_207582	ENSG00000244476
ERVFRD-2	Approved		FLJ45949		
ERVFRD-3	Approved				ENSG00000264801
ERVH-1	Approved		HERV-H4p15.2		ENSG00000251292
ERVH-2	Approved		HERV-HX		
ERVH-3	Approved		HERV-H/F, TCONS_l2_00025412		
ERVH-4	Approved		HERV-HD1		
ERVH-5	Approved				
ERVH-6	Approved				
ERVH-7	Approved		TCONS_00022381		
ERVH-8	Approved		envH1		
ERVH-9	Approved		envH2		
ERVH-10	Approved		envH3, envH/p59		
ERVH48-1	Approved	C21orf105, NDUFV3-AS1	SUPYN	NM_001308491	ENSG00000233056
ERVI-1	Approved				
ERVK-1	Approved		c1_A		
ERVK-2	Approved		c3_A		
ERVK-3	Approved		c3_B		
ERVK-4	Approved	ERVK4	HERV-K(I)		
ERVK-5	Approved	ERVK5	HERV-K(II)		
ERVK-6	Approved	ERVK6	HERV-K(HML-2.HOM), HERV-K108, HERV-K(C7), envK2	NM_001007236	
ERVK-7	Approved	ERVK7	HERV-K(III), HERV-K102		
ERVK-8	Approved	ERVK8	HERV-K115, envK6		
ERVK-9	Approved				
ERVK-10	Approved				
ERVK-11	Approved		c3_E, N8.4		
ERVK-12	Approved				
ERVK-13	Approved		c3_D		
ERVK-14	Approved		c7_B		
ERVK-15	Approved		c7_C, P1.10		
ERVK-16	Approved		c10_A., M3.8		
ERVK-17	Approved		c10_B		
ERVK-18	Approved		c1_C, HERV-K18		
ERVK-19	Approved		P1.8, HERV-K(C19), envK3		
ERVK-20	Approved		c11_B		
ERVK-21	Approved		c12_A, envK1		
ERVK-22	Approved		c19_A		
ERVK-23	Approved		c21_A		
ERVK-24	Approved		c22_A, HERV-K101		
ERVK-25	Approved		c11_A		
ERVK-26	Approved				
ERVK-27	Approved				
ERVK-28	Approved				ENSG00000267696
ERVK-29	Approved				
ERVK-30	Approved				
ERVK-31	Approved				
ERVK-32	Approved		envK4, HERV-K109		
ERVK2	Entry Withdrawn		HERV-K		
ERVK3	Entry Withdrawn		HERV-K		
ERVK3-1	Approved		HERV-K(HML6-1)		ENSG00000142396
ERVK3-2	Approved		HML6-c14		
ERVK3-3	Approved		HML6-c5		
ERVK3-4	Approved		HML6-c11		
ERVK3-5	Approved		HML6-c12		
ERVK3-6	Approved		HML6-c19A		
ERVK3-7	Approved		HML6-c19B		
ERVK3-8	Approved				
ERVK9-1	Approved				
ERVK9-2	Approved				
ERVK9-3	Approved				
ERVK9-4	Approved				
ERVK9-5	Approved				
ERVK9-6	Approved				
ERVK9-7	Approved				
ERVK9-8	Approved				
ERVK9-9	Approved		TCONS_00025543		
ERVK9-10	Approved				
ERVK9-11	Approved				ENSG00000269486
ERVK9-12	Approved				
ERVK11-1	Approved				
ERVK13-1	Approved			NR_040023	ENSG00000260565
ERVMER34-1	Approved		envMER34	NM_024534	ENSG00000226887
ERVMER61-1	Approved	C1orf99			
ERVPABLB-1	Approved		envR(b)		
ERVS71-1	Approved		envT		
ERVS71-2	Approved		HERV-HC2		
ERVT1	Entry Withdrawn	TRV1			
ERVT2	Entry Withdrawn	TRV2			
ERVT3	Entry Withdrawn	TRV3			
ERVT4	Entry Withdrawn	TRV4			
ERVT5	Entry Withdrawn	TRV5			
ERVV-1	Approved		FLJ32214, HERV-V1, ENVV1	NM_152473	ENSG00000269526
ERVV-2	Approved		ENVV2	NM_001191055	ENSG00000268964
ERVW-1	Approved	ERVWE1	HERV-W, HERV-W-ENV, HERVW, HERV-7q, envW	NM_014590	ENSG00000242950
ERVW-2	Approved	ERVWE2	NTrenv		
ERVW-3	Approved		CL4		
ERVW-4	Approved		C187-23		
ERVW-5	Approved		CL2		
ERVW-6	Approved				
ERVW-7	Approved				
ERVW-8	Approved				
ERVW-9	Approved				
ERVW-10	Approved				
ERVW-11	Approved				
ERVW-12	Approved				
ERVW-13	Approved				
ERVW-14	Approved				
ERVW-15	Approved				
ERVW-16	Approved				
ERVW-17	Approved				
ERVW-18	Approved				
ERVW-19	Approved				
ERVW-20	Approved				
ERVW-21	Approved				
ERVW-22	Approved				
ERVW-23	Approved				
ERVW-24	Approved				
ERVW-25	Approved				
ERVW-26	Approved				
ERVW-27	Approved				
ERVW-28	Approved				
ERVW-29	Approved				
ESA4	Approved				
ESAM	Approved		W117m	NM_138961	ENSG00000149564
ESAM-AS1	Approved			NR_120577	ENSG00000250073
ESAT	Approved				
ESB3	Approved				
ESCO1	Approved		ESO1, EFO1, KIAA1911	NM_052911	ENSG00000141446
ESCO2	Approved	RBS	EFO2	NM_001017420	ENSG00000171320
ESD	Approved				ENSG00000139684
ESF1	Approved	C20orf6	bA526K24.1	NM_016649	ENSG00000089048
ESM1	Approved			NM_007036	ENSG00000164283
ESPL1	Approved		KIAA0165, ESP1, SEPA	NM_012291	ENSG00000135476
ESPN	Approved	DFNB36		NM_031475	ENSG00000187017
ESPNL	Approved		FLJ42568	NM_194312	ENSG00000144488
ESPNP	Approved				ENSG00000268869
ESR1	Approved	ESR	NR3A1, Era, ER-alpha	NM_000125	ENSG00000091831
ESR2	Approved		NR3A2, Erb, ER-beta		ENSG00000140009
ESRG	Approved		HESRG	NR_027122	ENSG00000265992
ESRL1	Symbol Withdrawn				
ESRL2	Symbol Withdrawn				
ESRP1	Approved	RBM35A	FLJ20171	NM_017697	ENSG00000104413
ESRP2	Approved	RBM35B	FLJ21918	NM_024939	ENSG00000103067
ESRRA	Approved	ESRL1	ERR1, ERRalpha, NR3B1, ERRa	NM_004451	ENSG00000173153
ESRRAP1	Approved	ESRRAP		NG_001009	ENSG00000215572
ESRRAP2	Approved		ESTRRA	NR_000033	ENSG00000235438
ESRRB	Approved	ESRL2, DFNB35	ERR2, ERRbeta, NR3B2, ERRb		ENSG00000119715
ESRRG	Approved		NR3B3, ERRg, ERR-gamma	NM_206595	ENSG00000196482
ESS2	Approved	DGCR13, DGCR14	DGSI, Es2el, ES2, DGS-H, ESS-2, bis1		ENSG00000100056
ESTF	Symbol Withdrawn				
ESX	Symbol Withdrawn				
ESX1	Approved	ESX1L	ESXR1	NM_153448	ENSG00000123576
ESYT1	Approved	FAM62A	MBC2, KIAA0747	NM_015292	ENSG00000139641
ESYT2	Approved	FAM62B	KIAA1228, CHR2SYT	NM_020728	ENSG00000117868
ESYT3	Approved	FAM62C	CHR3SYT	NM_031913	ENSG00000158220
ETAA1	Approved		ETAA16	NM_019002	ENSG00000143971
ETDA	Approved			NM_001355522	ENSG00000238210
ETDB	Approved	LINC00633		NM_001355519	ENSG00000224107
ETDC	Approved			NM_001358449	ENSG00000283644
ETF1	Approved	SUP45L1, ERF1, ERF	eRF1, TB3-1, RF1	NM_004730	ENSG00000120705
ETF1P1	Approved	SUP45L2	HCGVII	NG_001028	ENSG00000232757
ETF1P2	Approved	SUP45L3			ENSG00000240132
ETF1P3	Approved	SUP45L4			ENSG00000233833
ETFA	Approved		GA2, EMA, MADD	NM_000126	ENSG00000140374
ETFB	Approved				ENSG00000105379
ETFBKMT	Approved	C12orf72, METTL20	DKFZp451L235, MGC50559	NM_173802	ENSG00000139160
ETFDH	Approved		ETFQO		ENSG00000171503
ETFRF1	Approved	LYRM5		NM_001001660	ENSG00000205707
ETHE1	Approved		YF13H12, HSCO	NM_014297	ENSG00000105755
ETK1	Symbol Withdrawn				
ETK2	Symbol Withdrawn				
ETM1	Entry Withdrawn		FET1		
ETM2	Entry Withdrawn		ETM		
ETNK1	Approved		EKI1, EKI	NM_018638	ENSG00000139163
ETNK1-DT	Approved			NR_135030	ENSG00000257023
ETNK2	Approved		FLJ10761, EKI2	NM_018208	ENSG00000143845
ETNPPL	Approved	AGXT2L1		NM_031279	ENSG00000164089
ETS1	Approved	EWSR2	FLJ10768, ETS-1	NM_005238	ENSG00000134954
ETS1-AS1	Approved		pancEts-1	NR_120581	ENSG00000254588
ETS2	Approved				ENSG00000157557
ETS2P1	Approved			NG_022640	ENSG00000237833
ETV1	Approved		ER81	NM_004956	ENSG00000006468
ETV2	Approved		ER71	NM_014209	ENSG00000105672
ETV3	Approved		PE-1	NM_005240	ENSG00000117036
ETV3L	Approved		FLJ16478	NM_001004341	ENSG00000253831
ETV4	Approved		E1A-F, E1AF, PEA3	NM_001986	ENSG00000175832
ETV5	Approved		ERM	NM_004454	ENSG00000244405
ETV5-AS1	Approved				ENSG00000234197
ETV6	Approved		TEL	NM_001987	ENSG00000139083
ETV7	Approved		TEL2, TEL-2	NM_016135	ENSG00000010030
ETV7-AS1	Approved				ENSG00000224666
EVA1A	Approved	TMEM166, FAM176A	FLJ13391	NM_032181	ENSG00000115363
EVA1A-AS	Approved		EVA1A-AS1	NR_110281	ENSG00000231172
EVA1B	Approved	C1orf78, FAM176B	FLJ10647	NM_018166	ENSG00000142694
EVA1C	Approved	C21orf64, C21orf63, FAM176C	B18, PRED34, B19	NM_058187	ENSG00000166979
EVA1CP1	Approved				
EVA1CP2	Approved				
EVA1CP3	Approved				
EVA1CP4	Approved				
EVA1CP5	Approved				
EVA1CP6	Approved				
EVC	Approved		DWF-1, EVC1		ENSG00000072840
EVC2	Approved		LBN	NM_147127	ENSG00000173040
EVI2A	Approved	EVI2	EVDA	NM_014210	ENSG00000126860
EVI2B	Approved		D17S376, EVDB, CD361	NM_006495	ENSG00000185862
EVI5	Approved		NB4S	NM_005665	ENSG00000067208
EVI5L	Approved			NM_145245	ENSG00000142459
EVI9	Symbol Withdrawn				
EVL	Approved		RNB6		ENSG00000196405
EVPL	Approved		EVPK	NM_001988	ENSG00000167880
EVPLL	Approved			NM_001145127	ENSG00000214860
EVR1	Symbol Withdrawn		FEVR		
EVR2	Symbol Withdrawn		FEVR		
EVR3	Entry Withdrawn				
EVX1	Approved				ENSG00000106038
EVX1-AS	Approved		EVX1-AS1		ENSG00000253405
EVX2	Approved				ENSG00000174279
EWSAT1	Approved	TMEM84, NCRNA00277, LINC00277	FLJ33768	NR_026949	ENSG00000212766
EWSR1	Approved		EWS	NM_005243	ENSG00000182944
EWSR2	Symbol Withdrawn				
EXD1	Approved	EXDL1	MGC33637	NM_152596	ENSG00000178997
EXD2	Approved	C14orf114, EXDL2	FLJ10738		ENSG00000081177
EXD3	Approved		LOC54932, FLJ20433, mut-7, Nbr	NM_017820	ENSG00000187609
EXLD1	Symbol Withdrawn				
EXO1	Approved		HEX1, hExoI	NM_006027	ENSG00000174371
EXO5	Approved	C1orf176, DEM1	FLJ21144	NM_022774	ENSG00000164002
EXO5-DT	Approved				
EXOC1	Approved	SEC3L1	SEC3, FLJ10893, BM-102, Sec3p	NM_018261	ENSG00000090989
EXOC1L	Approved			NM_001351574	ENSG00000250821
EXOC2	Approved	SEC5L1	FLJ11026, Sec5p	NM_018303	ENSG00000112685
EXOC3	Approved	SEC6L1	Sec6p	NM_007277	ENSG00000180104
EXOC3-AS1	Approved	C5orf55		NR_126522	ENSG00000221990
EXOC3L1	Approved	EXOC3L	FLJ35539, FLJ35587	NM_178516	ENSG00000179044
EXOC3L2	Approved		FLJ36147, XTP7	NM_138568	ENSG00000283632
EXOC3L4	Approved	C14orf73		NM_001077594	ENSG00000205436
EXOC4	Approved	SEC8L1	KIAA1699, MGC27170, SEC8, Sec8p	NM_021807	ENSG00000131558
EXOC5	Approved	SEC10L1	SEC10, SEC10P	NM_006544	ENSG00000070367
EXOC5P1	Approved				ENSG00000180673
EXOC6	Approved	SEC15L1	SEC15L, FLJ1125, DKFZp761I2124, MGC33397, Sec15p, EXOC6A	NM_019053	ENSG00000138190
EXOC6B	Approved	SEC15L2, SEC15B	KIAA0919	NM_001321729	ENSG00000144036
EXOC7	Approved		EXO70, KIAA1067, YJL085W, Exo70p, BLOM4	NM_015219	ENSG00000182473
EXOC7P1	Approved				ENSG00000250485
EXOC8	Approved		SEC84, EXO84, Exo84p	NM_175876	ENSG00000116903
EXOG	Approved	ENDOGL1, ENDOGL2	ENGL-a, ENGL, ENGL-b	NM_005107	ENSG00000157036
EXOGP1	Approved				ENSG00000263748
EXOSC1	Approved		hCsl4p, Csl4p, CSL4, Ski4p, SKI4, CGI-108, p13		ENSG00000171311
EXOSC2	Approved		hRrp4p, Rrp4p, RRP4, p7	NM_014285	ENSG00000130713
EXOSC3	Approved		hRrp40p, Rrp40p, RRP40, CGI-102, p10, hRrp-40	NM_016042	ENSG00000107371
EXOSC3P1	Approved				ENSG00000229007
EXOSC3P2	Approved				ENSG00000269763
EXOSC4	Approved		hRrp41p, FLJ20591, Rrp41p, RRP41, RRP41A, Ski6p, SKI6, p12A	NM_019037	ENSG00000178896
EXOSC5	Approved		hRrp46p, Rrp46p, RRP46, RRP41B, MGC12901, p12B	NM_020158	ENSG00000077348
EXOSC6	Approved		MTR3, hMtr3p, Mtr3p, EAP4, p11	NM_058219	ENSG00000223496
EXOSC7	Approved		hRrp42p, Rrp42p, RRP42, EAP1, KIAA0116, p8	NM_015004	ENSG00000075914
EXOSC8	Approved		OIP2, RRP43, bA421P11.3, Rrp43p, EAP2, p9, CIP3	NM_181503	ENSG00000120699
EXOSC9	Approved	PMSCL1	PM/Scl-75, Rrp45p, RRP45, p5, p6	NM_005033	ENSG00000123737
EXOSC10	Approved	PMSCL2	PM-Scl, PM/Scl-100, Rrp6p, RRP6, p2, p3, p4	NM_001001998	ENSG00000171824
EXOSC10-AS1	Approved			NR_135061	ENSG00000230337
EXPH5	Approved		SLAC2-B	NM_015065	ENSG00000110723
EXT1	Approved	LGCR, LGS	ttv	NM_000127	ENSG00000182197
EXT2	Approved		SOTV	NM_000401	ENSG00000151348
EXT3	Entry Withdrawn		EXT2		
EXTL1	Approved		EXTL, MGC70794	NM_004455	ENSG00000158008
EXTL2	Approved			NM_001439	ENSG00000162694
EXTL2P1	Approved	EXTL2P			ENSG00000223976
EXTL3	Approved		botv, REGR	NM_001440	ENSG00000012232
EXTL3-AS1	Approved	C8orf50			ENSG00000246339
EYA1	Approved	BOR		NM_000503, NM_172060	ENSG00000104313
EYA2	Approved		EAB1	NM_005244	ENSG00000064655
EYA3	Approved		DKFZp686C132	NM_001990	ENSG00000158161
EYA3-IT1	Entry Withdrawn				
EYA4	Approved	DFNA10, CMD1J		NM_004100	ENSG00000112319
EYCL1	Entry Withdrawn	GEY			
EYCL2	Symbol Withdrawn		EYCL, BEY, BEY1		
EYCL3	Symbol Withdrawn	EYCL2, EYCL3	BEY2, EYCL, BEY, BEY1		
EYS	Approved	C6orf180, EGFL11, RP25, EGFL10, C6orf178, C6orf179	dJ1018A4.2, bA166P24.2, SPAM, bA307F22.3, dJ303F19.1, bA74E24.1	NM_001292009	ENSG00000188107
EZH1	Approved		KIAA0388, KMT6B	NM_001991	ENSG00000108799
EZH2	Approved		EZH1, ENX-1, KMT6, KMT6A	NM_004456	ENSG00000106462
EZH2P1	Approved				ENSG00000231300
EZHIP	Approved	CXorf67	CATACOMB	NM_203407	ENSG00000187690
EZR	Approved	VIL2		NM_003379	ENSG00000092820
EZR-AS1	Approved				ENSG00000233893
F2	Approved				ENSG00000180210
F2L	Entry Withdrawn				
F2R	Approved		TR, CF2R, PAR1, PAR-1	NM_001992	ENSG00000181104
F2RL1	Approved	GPR11	PAR2	NM_005242	ENSG00000164251
F2RL2	Approved		PAR3	NM_004101	ENSG00000164220
F2RL3	Approved		PAR4	NM_003950	ENSG00000127533
F3	Approved		CD142, TF	NM_001993	ENSG00000117525
F5	Approved			NM_000130	ENSG00000198734
F5F8D	Symbol Withdrawn		FMFD1		
F7	Approved			NM_000131	ENSG00000057593
F7R	Approved		F7E		
F8	Approved	F8C	FVIII, DXS1253E, HEMA		ENSG00000185010
F8A1	Approved	F8A	DXS522E	NM_012151	ENSG00000288722
F8A2	Approved			NM_001007523	ENSG00000288709
F8A3	Approved			NM_001007524	ENSG00000277150
F8C	Symbol Withdrawn				
F8VWF	Symbol Withdrawn				
F8VWFP	Symbol Withdrawn				
F9	Approved		FIX		ENSG00000101981
F10	Approved				ENSG00000126218
F10-AS1	Approved				ENSG00000231882
F11	Approved		FXI		ENSG00000088926
F11-AS1	Approved			NR_033901	ENSG00000251165
F11R	Approved	JAM1	PAM-1, JCAM, JAM-1, JAM-A, JAMA, CD321	NM_016946	ENSG00000158769
F12	Approved			NM_000505	ENSG00000131187
F13A1	Approved	F13A		NM_000129	ENSG00000124491
F13A2	Entry Withdrawn				
F13A3	Entry Withdrawn				
F13B	Approved		FXIIIB	NM_001994	ENSG00000143278
FA1	Entry Withdrawn				
FA2H	Approved	FAXDC1, SPG35	FAAH, FLJ25287	NM_024306	ENSG00000103089
FAAH	Approved		FAAH-1	NM_001441	ENSG00000117480
FAAH2	Approved	AMDD	RP11-479E16.1, FLJ31204, FAAH-2	NM_174912	ENSG00000165591
FAAHP1	Approved	LINC00505	FAAH-OUT	NR_045483	ENSG00000232022
FAAP20	Approved	C1orf86	FLJ31031	NM_182533	ENSG00000162585
FAAP24	Approved	C19orf40	FLJ46828, MGC32020	NM_152266	ENSG00000131944
FAAP100	Approved	C17orf70	FLJ22175	NM_025161	ENSG00000185504
FABP1	Approved		L-FABP	NM_001443	ENSG00000163586
FABP2	Approved		I-FABP	NM_000134	ENSG00000145384
FABP3	Approved	MDGI, FABP11	H-FABP, O-FABP	NM_004102	ENSG00000121769
FABP3P2	Approved		FABP3-ps, FABP3P		ENSG00000233259
FABP4	Approved		A-FABP, aP2	NM_001442	ENSG00000170323
FABP5	Approved		E-FABP, PA-FABP, KFABP	NM_001444	ENSG00000164687
FABP5P1	Approved	FABP5L1	FABP5	NG_006997	ENSG00000236972
FABP5P2	Approved	FABP5L2		NG_009322	ENSG00000236044
FABP5P3	Approved	FABP5L3	TCAG_1781704	NR_002935	ENSG00000241735
FABP5P4	Approved	FABP5L4			ENSG00000229287
FABP5P5	Approved	FABP5L5			ENSG00000213716
FABP5P6	Approved	FABP5L6		NG_008825	ENSG00000249919
FABP5P7	Approved	FABP5L7		NG_009321	ENSG00000234964
FABP5P8	Approved	FABP5L8		NG_009324	ENSG00000259308
FABP5P9	Approved	FABP5L9		NG_009323	ENSG00000259630
FABP5P10	Approved	FABP5L10		NG_008710	ENSG00000213201
FABP5P11	Approved	FABP5P1, FABP5L11		NG_002376	ENSG00000240122
FABP5P12	Approved	FABP5L12		NG_009509	ENSG00000249367
FABP5P13	Approved	FABP5L13			ENSG00000234958
FABP5P14	Approved	FABP5L14			ENSG00000234588
FABP5P15	Approved	FABP5L15			ENSG00000237106
FABP6	Approved		I-15P, ILLBP, I-BAP, ILBP3, I-BABP, ILBP, I-BALB	NM_001040442	ENSG00000170231
FABP6-AS1	Approved				ENSG00000247699
FABP7	Approved		B-FABP, BLBP	NM_001446	ENSG00000164434
FABP7P1	Approved				ENSG00000226766
FABP7P2	Approved				ENSG00000235129
FABP9	Approved		PERF, T-FABP, PERF15	NM_001080526	ENSG00000205186
FABP11	Symbol Withdrawn		O-FABP		
FABP12	Approved			NM_001105281	ENSG00000197416
FABP12P1	Approved				ENSG00000216265
FACA	Symbol Withdrawn				
FACC	Symbol Withdrawn				
FACD	Symbol Withdrawn				
FACE	Symbol Withdrawn				
FACL1	Entry Withdrawn				
FACVL1	Symbol Withdrawn		VLCS		
FADD	Approved		MORT1, GIG3	NM_003824	ENSG00000168040
FADS1	Approved	LLCDL1	D5D, FADSD5, TU12, FADS6	NM_013402	ENSG00000149485
FADS2	Approved	LLCDL2	FADSD6, D6D, TU13, DES6, SLL0262	NM_004265	ENSG00000134824
FADS2B	Approved	FADS2P1		NG_032737	ENSG00000274150
FADS3	Approved	LLCDL3	CYB5RP		ENSG00000221968
FADS6	Approved				ENSG00000172782
FAEES3	Symbol Withdrawn				
FAF1	Approved		CGI-03, hFAF1, HFAF1s, UBXD12, UBXN3A	NM_007051	ENSG00000185104
FAF1-AS1	Approved				ENSG00000225767
FAF2	Approved	UBXD8	ETEA, KIAA0887, UBXN3B	NM_014613	ENSG00000113194
FAF2P1	Approved			NG_022153	ENSG00000228759
FAH	Approved				ENSG00000103876
FAHD1	Approved	C16orf36	DKFZP566J2046	NM_001018104	ENSG00000180185
FAHD2A	Approved		CGI-105	NM_016044	ENSG00000115042
FAHD2B	Approved		DKFZp434N062	NM_199336	ENSG00000144199
FAHD2CP	Approved			NR_003698	ENSG00000231584
FAHD2P1	Approved	FAHD2P		NG_006649	ENSG00000257302
FAIM	Approved		FLJ10582, FAIM1	NM_001033032	ENSG00000158234
FAIM2	Approved		KIAA0950, LFG, NMP35, LIFEGUARD, TMBIM2, LFG2	NM_012306	ENSG00000135472
FAK2	Symbol Withdrawn				
FALEC	Approved	LINC00568	ncRNA-a1, FAL1	NR_051960	ENSG00000228126
FAM3A	Approved		DXS560S, 2-19, XAP-7		ENSG00000071889
FAM3B	Approved	C21orf11	D21M16SJHU19e, PRED44, 2-21, ORF9, C21orf76, PANDER	NM_058186	ENSG00000183844
FAM3C	Approved		GS3876, ILEI	NM_001040020	ENSG00000196937
FAM3C2P	Approved	FAM3C2		NG_002950	ENSG00000174028
FAM3D	Approved		EF7, OIT1	NM_138805	ENSG00000198643
FAM3D-AS1	Approved		lnc-KCTD6-3		ENSG00000244383
FAM4A1	Symbol Withdrawn				
FAM6A	Symbol Withdrawn	FAM6A			
FAM7A4	Entry Withdrawn		D-X		
FAM7A5	Entry Withdrawn		D-X		
FAM7B1	Symbol Withdrawn	FAM7B1	B'-T		
FAM8A1	Approved		AHCP		ENSG00000137414
FAM8A2P	Approved				ENSG00000254722
FAM8A3P	Approved				ENSG00000224337
FAM8A4P	Approved	FAM8A8P		NG_003135	ENSG00000232730
FAM8A5P	Approved			NG_001298	
FAM8A6P	Approved				ENSG00000218772
FAM8A7P	Approved			NG_003134	
FAM8A8P	Symbol Withdrawn				
FAM8A9P	Approved			NG_003136	
FAM8A10P	Approved			NG_003137	
FAM9A	Approved		TEX39A	NM_174951	ENSG00000183304
FAM9B	Approved		TEX39B	NM_205849	ENSG00000177138
FAM9C	Approved		TEX39C	NM_174901	ENSG00000187268
FAM9CP1	Approved				
FAM13A	Approved	FAM13A1	KIAA0914, ARHGAP48		ENSG00000138640
FAM13A-AS1	Approved	FAM13A1OS, FAM13AOS	NCRNA00039	NR_002806	ENSG00000248019
FAM13B	Approved	C5orf5, FAM13B1	N61, KHCHP, ARHGAP49		ENSG00000031003
FAM13B-AS1	Approved			NR_037900	ENSG00000246323
FAM13C	Approved	FAM13C1			ENSG00000148541
FAM20A	Approved		DKFZp434F2322	NM_017565	ENSG00000108950
FAM20B	Approved		KIAA0475, GXK1	NM_014864	ENSG00000116199
FAM20C	Approved		IMAGE:4942737, DKFZp547D065, DMP4, G-CK	NM_020223	ENSG00000177706
FAM21B	Symbol Withdrawn		bA98I6.1, FLJ10824		
FAM21EP	Approved		FLJ31813	NG_025438	ENSG00000235618
FAM21FP	Approved				ENSG00000237840
FAM22C	Entry Withdrawn				
FAM23B	Symbol Withdrawn		bA162I21.2		
FAM24A	Approved		AC073585.4	NM_001029888	ENSG00000203795
FAM24B	Approved		MGC45962, AC073585.2	NM_152644	ENSG00000213185
FAM25A	Approved		bA96C23.5		ENSG00000188100
FAM25BP	Approved	FAM25B	bA144G6.8	NR_104039	ENSG00000273225
FAM25C	Approved		bA164N7.4		ENSG00000276430
FAM25D	Symbol Withdrawn		bA592B15.5		
FAM25E	Approved	FAM25D	AC012044.5, bA592B15.5	NM_001351234	ENSG00000231122
FAM25G	Approved		bA301J7.4	NM_001137549	ENSG00000189090
FAM25HP	Entry Withdrawn	C10orf43	bA145E20.4, bA145E20.5		
FAM27A	Symbol Withdrawn		bA7G23.5, FAM27A1		
FAM27AP1	Entry Withdrawn				
FAM27B	Approved		bA12A20.3, FAM27A2	NR_027422	ENSG00000278763
FAM27C	Approved	FAM27A	bA374M1.5, FAM27A3, bA7G23.5, FAM27A1	NR_027421	ENSG00000231527
FAM27D1	Approved		OTTHUMG00000013267		
FAM27E1	Symbol Withdrawn				
